EmpID,Gender,Age,MaritalStatus,JobLevel,Experience,Dept,EmpType,PhysicalActivityHours,Workload,Stress,SleepHours,CommuteMode,CommuteDistance,TeamSize,NumReports,haveOT,TrainingHoursPerYear,JobSatisfaction
-1.7271362378044826,Male,-0.3635076888919725,Married,Mid,-0.29422358831851436,IT,Full-Time,0.49426598653678033,2,1,0.6024322550829483,Car,0.7768448120770545,-0.676992053332081,-0.7774577108058559,True,-0.27650871327757015,5
-1.721410324224645,Female,-0.16712471718910502,Married,Mid,0.41197878243002733,Finance,Full-Time,-0.23470015350054338,2,2,0.9071444150550978,Car,0.18090309313330658,-0.8275181627944862,-0.7774577108058559,False,-0.09242668599594299,5
-1.6962163044733598,Female,-1.247231061554876,Single,Intern/Fresher,-1.1416664332167643,Marketing,Full-Time,0.07771390651545255,5,4,-0.5148456648149302,Motorbike,0.41927978071080574,2.032477916991212,-0.7774577108058559,True,-1.9700633642685401,5
-1.7111036797809376,Female,-0.6580821464462737,Married,Junior,-0.4354640624682227,IT,Contract,-0.13056213349521156,3,1,0.5008615350922324,Public Transport,-0.05747359444419258,-1.1285703817192965,-0.7774577108058559,True,-1.0496532278604043,5
-1.7019422180531973,Other,-1.247231061554876,Single,Junior,-1.1416664332167643,Sales,Part-Time,1.7439222266007641,2,1,-2.13997718466639,Car,0.7768448120770545,-1.4296226006441068,-0.7774577108058559,False,-1.2337352551420315,5
-1.6824741118817497,Female,-0.26531620304053877,Married,Mid,0.12949783413061064,Operations,Part-Time,-0.6512522335218713,4,2,-0.8195578247870788,Car,-0.6534153133879405,-0.5264659438696758,-0.7774577108058559,False,-0.16605949690859387,5
-1.70995849706497,Female,-0.952656604000575,Single,Junior,-0.7179450107676394,Sales,Full-Time,-0.23470015350054338,1,1,-1.2258407047499442,Car,1.8495399061758007,-1.2790964911817015,-0.7774577108058559,True,-1.1232860387730552,5
-1.6836192945977173,Male,-1.1490395757034424,Single,Junior,-1.0004259590670561,IT,Full-Time,-0.23470015350054338,4,2,-1.32741142474066,Car,1.8495399061758007,-0.9780442722568913,-0.7774577108058559,True,-1.1969188496857062,5
-1.7259910550885151,Female,-0.6580821464462737,Married,Junior,-0.29422358831851436,Marketing,Full-Time,-0.44297619351120726,1,1,1.2118565750272454,Car,-0.05747359444419258,-1.2790964911817015,-0.7774577108058559,False,-1.012836822404079,5
-1.7168295933607751,Female,-1.1490395757034424,Single,Mid,-1.0004259590670561,Marketing,Part-Time,-1.588494413569859,4,2,1.516568734999395,Bike,-0.5342269695991909,-0.9780442722568913,-0.7774577108058559,False,-0.46059074055919735,5
-1.7133940452128724,Male,0.4220241979194974,Single,Mid,0.694459730729444,Customer Service,Full-Time,-1.276080353553863,2,1,-0.7179871047963629,Car,-0.6534153133879405,-0.8275181627944862,-0.7774577108058559,False,-0.01879387508329211,5
-1.6973614871893274,Male,-0.5598906605948399,Single,Senior,-0.15298311416880603,Legal,Full-Time,0.49426598653678033,2,1,-0.7179871047963629,Public Transport,0.6576564682883048,0.22616460344235,-0.12233221370813732,False,0.49663580130526397,5
-1.6664415538582047,Female,-0.6580821464462737,Single,Junior,-0.29422358831851436,Legal,Full-Time,0.07771390651545255,1,1,-0.8195578247870788,Public Transport,0.7768448120770545,-1.4296226006441068,-0.7774577108058559,False,-1.012836822404079,5
-1.6103276007757967,Female,-0.06893323133767128,Married,Senior,0.41197878243002733,Finance,Full-Time,-0.026424113489879497,1,1,-0.2101335048427816,Public Transport,-0.2958502820216917,0.6777429318295655,-0.12233221370813732,False,0.6439014231305658,5
-1.5656654748530638,Female,-0.6580821464462737,Single,Mid,-0.29422358831851436,Finance,Part-Time,0.7025420265474445,2,2,1.1102858550365295,Public Transport,1.3727865310208023,-0.37593983440727063,-0.7774577108058559,False,-0.27650871327757015,5
-1.5610847439891937,Male,-0.7562736322977074,Married,Senior,-0.4354640624682227,Sales,Full-Time,-0.23470015350054338,1,3,1.3134272950179633,Bike,-1.2493570323316883,-0.07488761548246033,1.5154815290361592,False,0.42300299039261313,5
-1.5358907242379085,Female,-0.952656604000575,Single,Mid,-0.7179450107676394,Sales,Part-Time,0.2859899465261162,2,3,0.805573695064381,Walk,-1.3685453761204378,-0.2254137249448655,-0.7774577108058559,False,-0.38695792964654646,5
-1.5221485316462984,Male,-0.5598906605948399,Married,Mid,-0.15298311416880603,Finance,Part-Time,0.18185192652078463,1,1,-1.1242699847592275,Walk,-1.3685453761204378,-0.676992053332081,-0.7774577108058559,False,-0.23969230782124473,5
-1.4843575020193707,Female,0.9129816271766661,Single,Mid,-0.011742640019097701,Operations,Full-Time,0.07771390651545255,2,1,-0.2101335048427816,Car,-0.6534153133879405,-0.676992053332081,-0.7774577108058559,False,-0.20287590236491929,5
-1.3641133168427821,Male,-0.7562736322977074,Single,Junior,-0.4354640624682227,Operations,Full-Time,0.18185192652078463,1,1,1.0087151350458137,Bike,-1.1301686885429387,-1.4296226006441068,-0.7774577108058559,False,-1.0496532278604043,5
-1.3469355761032695,Male,-0.8544651181491412,Single,Junior,-1.0004259590670561,Operations,Full-Time,0.2859899465261162,1,1,0.805573695064381,Public Transport,0.7768448120770545,-1.4296226006441068,-0.7774577108058559,False,-1.1969188496857062,5
-1.2908216230208616,Male,-0.5598906605948399,Married,Mid,-0.15298311416880603,Operations,Full-Time,-1.900908473585855,1,1,-0.7179871047963629,Car,-0.2958502820216917,-0.676992053332081,-0.7774577108058559,False,-0.23969230782124473,5
-1.278224613145219,Female,-1.1490395757034424,Single,Junior,-1.1416664332167643,Finance,Full-Time,-2.109184513596519,4,1,1.9228516149622603,Walk,-1.3685453761204378,-1.1285703817192965,-0.7774577108058559,False,-1.2337352551420315,5
-1.2690631514174788,Male,-0.4616991747434062,Married,Mid,-0.011742640019097701,IT,Full-Time,0.49426598653678033,1,1,-0.8195578247870788,Public Transport,0.30009143692205614,-0.5264659438696758,-0.7774577108058559,False,-0.20287590236491929,5
-1.2450143143821613,Female,0.9129816271766661,Married,Mid,1.965623998076819,Legal,Full-Time,-0.8595282735325352,4,1,0.19614937512008382,Car,1.8495399061758007,-0.5264659438696758,-0.7774577108058559,False,0.3125537740236368,5
-1.1911907267316884,Female,1.305747570582401,Divorced,Mid,1.2594216273282774,Finance,Full-Time,0.2859899465261162,2,2,-0.5148456648149302,Bike,-0.77260365717669,-0.5264659438696758,-0.7774577108058559,False,0.12847174674200962,5
-1.1064472057500927,Female,-0.4616991747434062,Single,Senior,-0.011742640019097701,Marketing,Part-Time,-1.692632433575191,1,1,-0.2101335048427816,Public Transport,0.41927978071080574,1.129321260216781,1.1879187804873,False,0.5334522067615894,5
