True Label,Predicted Label,Probability
4,2,0.44341068914130366
3,2,0.5030278046779274
3,2,0.46840604591894536
2,2,0.40006531936500284
2,4,0.35355644925618385
2,2,0.46199210104349103
3,2,0.4656778561559452
2,2,0.4140730454995139
0,2,0.46195894779792224
2,2,0.4656778561559452
2,2,0.40235986972415544
4,2,0.44952066179757894
2,4,0.2882739451081267
4,1,0.3458568885451448
4,1,0.2991324489125054
4,2,0.5322914343518889
1,2,0.44952066179757894
3,2,0.47736641424431664
2,2,0.47736641424431664
1,2,0.40723893330189825
2,2,0.41095129440438366
4,2,0.4656778561559452
3,2,0.5830732288225754
3,2,0.3231444662454744
2,2,0.34989558257586234
0,2,0.44952066179757894
0,2,0.5031964628990123
1,2,0.4546659829431651
4,2,0.4656778561559452
2,2,0.3778492285368174
0,2,0.30886471476864047
1,2,0.40006531936500284
2,2,0.41095129440438366
3,2,0.4140730454995139
2,2,0.5241449707916798
2,2,0.5031964628990123
3,2,0.4270843991478029
2,2,0.40723893330189825
1,2,0.40235986972415544
2,2,0.5068066126470859
2,2,0.4270843991478029
2,2,0.5031964628990123
2,2,0.47736641424431664
2,2,0.3231444662454744
2,4,0.4393573327193537
2,2,0.4030816773758048
2,2,0.45277068366657797
4,2,0.40006531936500284
2,1,0.3458568885451448
4,1,0.36027696565338324
3,2,0.46195894779792224
2,2,0.5322914343518889
0,2,0.5068066126470859
3,2,0.41095129440438366
2,2,0.44341068914130366
2,2,0.4159392847310639
0,2,0.4150081256743292
3,2,0.5030278046779274
2,2,0.5566952431381519
2,2,0.41095129440438366
0,2,0.5031964628990123
2,2,0.44952066179757894
0,2,0.5068066126470859
2,2,0.45277068366657797
2,2,0.44952066179757894
0,2,0.40385661004204687
3,2,0.4140730454995139
2,2,0.41095129440438366
0,2,0.3920573663604186
2,2,0.40006531936500284
1,2,0.5031964628990123
2,2,0.45277068366657797
2,2,0.40723893330189825
2,2,0.41095129440438366
2,2,0.5451042377813428
2,2,0.34989558257586234
1,2,0.3231444662454744
2,2,0.3422134356094513
0,2,0.471556875433813
3,2,0.4113958131319071
0,2,0.4159392847310639
0,2,0.4159392847310639
0,2,0.41095129440438366
1,2,0.5031964628990123
2,2,0.5068066126470859
4,2,0.32518099150517493
4,2,0.44952066179757894
2,2,0.4159392847310639
1,4,0.3766360725102483
2,2,0.39462548372568623
0,1,0.35210898959850306
2,2,0.5031964628990123
3,2,0.45277068366657797
1,2,0.44341068914130366
3,2,0.30886471476864047
2,2,0.5030278046779274
4,4,0.3865315218219405
3,2,0.47736641424431664
1,2,0.44952066179757894
2,2,0.38036210614148197
2,2,0.4656778561559452
1,4,0.4448170110325375
2,2,0.5068066126470859
2,2,0.47736641424431664
1,2,0.4656778561559452
2,2,0.45277068366657797
0,2,0.5322914343518889
0,2,0.44952066179757894
3,4,0.2882739451081267
2,2,0.5068066126470859
3,2,0.5031964628990123
3,2,0.4140730454995139
2,2,0.4159392847310639
1,2,0.44952066179757894
2,2,0.40723893330189825
2,2,0.46199210104349103
1,2,0.44952066179757894
1,2,0.40385661004204687
4,2,0.5322914343518889
0,2,0.4270843991478029
2,2,0.5478427791506486
